GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,Comments
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BTN,Bhutan,, 423 [ 328 -  538],423,328,538,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,, 17 [ 10 -  29],17,10,29,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EUR,Europe,,BLR,Belarus,, 26 [ 22 -  31],26,22,31,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,IRL,Ireland,, 5 [ 5 -  6],5,5,6,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AMR,Americas,,GTM,Guatemala,, 178 [ 170 -  186],178,170,186,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,MNG,Mongolia,, 30 [ 24 -  38],30,24,38,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EUR,Europe,,ROU,Romania,, 124 [ 108 -  141],124,108,141,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AFR,Africa,,ETH,Ethiopia,,1 250 [ 906 - 1 640],1250,906,1640,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AFR,Africa,,COD,Democratic Republic of the Congo,, 879 [ 610 - 1 250],879,610,1250,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,NPL,Nepal,, 901 [ 683 - 1 200],901,683,1200,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,JPN,Japan,, 170 [ 150 -  200],170,150,200,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AFR,Africa,,LSO,Lesotho,, 380 [ 290 -  500],380,290,500,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AFR,Africa,,SSD,South Sudan,,3 500 [2 300 - 5 100],3500,2300,5100,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,TLS,Timor-Leste,, 260 [ 190 -  350],260,190,350,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,BRN,Brunei Darussalam,, 35 [ 25 -  48],35,25,48,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BRA,Brazil,,2 400 [2 400 - 2 500],2400,2400,2500,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,FSM,Micronesia (Federated States of),, 100 [ 46 -  211],100,46,211,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AMR,Americas,,BOL,Bolivia (Plurinational State of),, 425 [ 340 -  527],425,340,527,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,, 128 [ 63 -  262],128,63,262,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CAN,Canada,, 7 [ 5 -  9],7,5,9,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CMR,Cameroon,, 750 [ 615 -  918],750,615,918,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AFR,Africa,,GNB,Guinea-Bissau,, 549 [ 273 - 1 090],549,273,1090,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MLI,Mali,,4 500 [3 700 - 5 400],4500,3700,5400,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,AZE,Azerbaijan,, 68 [ 59 -  77],68,59,77,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,CHE,Switzerland,, 5 [ 4 -  6],5,4,6,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,FSM,Micronesia (Federated States of),, 6 [ 3 -  10],6,3,10,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,RWA,Rwanda,,1 020 [ 825 - 1 230],1020,825,1230,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AFR,Africa,,AGO,Angola,,5 400 [2 500 - 11 000],5400,2500,11000,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,1 700 [1 200 - 2 300],1700,1200,2300,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EUR,Europe,,IRL,Ireland,, 11 [ 9 -  13],11,9,13,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,UKR,Ukraine,, 24 [ 19 -  32],24,19,32,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AMR,Americas,,GTM,Guatemala,, 720 [ 680 -  770],720,680,770,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,SGP,Singapore,, 10 [ 6 -  17],10,6,17,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ZWE,Zimbabwe,, 443 [ 363 -  563],443,363,563,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,MNG,Mongolia,, 186 [ 144 -  239],186,144,239,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,MAR,Morocco,, 850 [ 650 -  990],850,650,990,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,VNM,Viet Nam,,1 100 [ 860 - 1 400],1100,860,1400,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BLZ,Belize,, 2 [ 2 -  3],2,2,3,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MDV,Maldives,, 163 [ 120 -  221],163,120,221,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,BHR,Bahrain,, 26 [ 20 -  33],26,20,33,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AMR,Americas,,URY,Uruguay,, 37 [ 32 -  44],37,32,44,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,GNQ,Equatorial Guinea,, 230 [ 140 -  370],230,140,370,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AMR,Americas,,NIC,Nicaragua,, 202 [ 174 -  234],202,174,234,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,LKA,Sri Lanka,, 98 [ 84 -  120],98,84,120,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,ZAF,South Africa,,1 200 [ 800 - 1 700],1200,800,1700,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,KIR,Kiribati,, 6 [ 4 -  9],6,4,9,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,MYS,Malaysia,, 79 [ 57 -  99],79,57,99,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AMR,Americas,,PAN,Panama,, 71 [ 58 -  91],71,58,91,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AFR,Africa,,SWZ,Swaziland,, 150 [ 95 -  240],150,95,240,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EUR,Europe,,DNK,Denmark,, 9 [ 8 -  10],9,8,10,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,SLB,Solomon Islands,, 19 [ 13 -  30],19,13,30,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IDN,Indonesia,,21 000 [16 000 - 26 000],21000,16000,26000,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,AUS,Australia,, 21 [ 19 -  24],21,19,24,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,AUT,Austria,, 4 [ 4 -  5],4,4,5,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,EUR,Europe,,ROU,Romania,, 56 [ 40 -  79],56,40,79,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,COD,Democratic Republic of the Congo,,15 000 [10 000 - 21 000],15000,10000,21000,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,IRQ,Iraq,, 620 [ 430 -  850],620,430,850,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MMR,Myanmar,, 308 [ 234 -  408],308,234,408,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ITA,Italy,, 27 [ 23 -  31],27,23,31,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EUR,Europe,,NOR,Norway,, 4 [ 4 -  5],4,4,5,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,BTN,Bhutan,, 180 [ 140 -  250],180,140,250,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SDN,Sudan,,6 100 [4 600 - 8 200],6100,4600,8200,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AMR,Americas,,COL,Colombia,, 118 [ 94 -  142],118,94,142,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,DJI,Djibouti,, 120 [ 66 -  210],120,66,210,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,KGZ,Kyrgyzstan,, 76 [ 59 -  96],76,59,96,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AFR,Africa,,TGO,Togo,, 940 [ 650 - 1 300],940,650,1300,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,JOR,Jordan,, 58 [ 44 -  75],58,44,75,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,AUS,Australia,, 19 [ 16 -  24],19,16,24,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,JOR,Jordan,, 130 [ 100 -  170],130,100,170,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EUR,Europe,,RUS,Russian Federation,,1 300 [1 100 - 1 400],1300,1100,1400,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MLT,Malta,, 1 [  -  1],1,0,1,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AFR,Africa,,COD,Democratic Republic of the Congo,,20 000 [15 000 - 26 000],20000,15000,26000,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CIV,Cote d'Ivoire,, 645 [ 458 -  909],645,458,909,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AMR,Americas,,TTO,Trinidad and Tobago,, 12 [ 9 -  15],12,9,15,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AFR,Africa,,ZWE,Zimbabwe,, 440 [ 351 -  523],440,351,523,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AFR,Africa,,MUS,Mauritius,, 7 [ 5 -  11],7,5,11,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,IRQ,Iraq,, 710 [ 530 - 1 000],710,530,1000,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AMR,Americas,,VCT,Saint Vincent and the Grenadines,, 1 [ 1 -  1],1,1,1,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,VUT,Vanuatu,, 78 [ 36 -  169],78,36,169,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,CZE,Czech Republic,, 4 [ 3 -  6],4,3,6,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CRI,Costa Rica,, 18 [ 14 -  20],18,14,20,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,VUT,Vanuatu,, 5 [ 2 -  12],5,2,12,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,MMR,Myanmar,,5 100 [3 600 - 7 200],5100,3600,7200,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,, 546 [ 417 -  720],546,417,720,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AMR,Americas,,LCA,Saint Lucia,, 54 [ 43 -  68],54,43,68,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EUR,Europe,,CHE,Switzerland,, 8 [ 7 -  10],8,7,10,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,YEM,Yemen,, 440 [ 337 -  573],440,337,573,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NLD,Netherlands,, 7 [ 5 -  9],7,5,9,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NGA,Nigeria,,62 000 [46 000 - 81 000],62000,46000,81000,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EUR,Europe,,GRC,Greece,, 5 [ 4 -  6],5,4,6,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AFR,Africa,,COG,Congo,, 442 [ 300 -  638],442,300,638,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EUR,Europe,,AZE,Azerbaijan,, 64 [ 56 -  74],64,56,74,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AMR,Americas,,GTM,Guatemala,, 730 [ 690 -  760],730,690,760,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,GUY,Guyana,, 229 [ 184 -  301],229,184,301,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EUR,Europe,,PRT,Portugal,, 20 [ 17 -  22],20,17,22,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,DZA,Algeria,,1 800 [1 200 - 2 700],1800,1200,2700,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,SSD,South Sudan,,4 600 [3 100 - 6 500],4600,3100,6500,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SLE,Sierra Leone,,2 650 [1 980 - 3 460],2650,1980,3460,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,SOM,Somalia,, 732 [ 361 - 1 390],732,361,1390,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,UKR,Ukraine,, 140 [ 120 -  160],140,120,160,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,PNG,Papua New Guinea,, 690 [ 390 - 1 200],690,390,1200,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AMR,Americas,,GRD,Grenada,, 41 [ 30 -  53],41,30,53,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EUR,Europe,,FRA,France,, 110 [ 96 -  120],110,96,120,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BGD,Bangladesh,,14 000 [12 000 - 18 000],14000,12000,18000,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,NIC,Nicaragua,, 150 [ 115 -  196],150,115,196,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,KEN,Kenya,,6 800 [5 100 - 8 900],6800,5100,8900,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AMR,Americas,,NIC,Nicaragua,, 260 [ 210 -  310],260,210,310,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,KIR,Kiribati,, 4 [ 3 -  6],4,3,6,
